LOCAL_DATE,MEAN_TEMPERATURE_CALGARY,TOTAL_PRECIPITATION_CALGARY,MEAN_TEMPERATURE_EDMONTON,TOTAL_PRECIPITATION_EDMONTON,MEAN_TEMPERATURE_HALIFAX,TOTAL_PRECIPITATION_HALIFAX,MEAN_TEMPERATURE_MONCTON,TOTAL_PRECIPITATION_MONCTON,MEAN_TEMPERATURE_MONTREAL,TOTAL_PRECIPITATION_MONTREAL,MEAN_TEMPERATURE_OTTAWA,TOTAL_PRECIPITATION_OTTAWA,MEAN_TEMPERATURE_QUEBEC,TOTAL_PRECIPITATION_QUEBEC,MEAN_TEMPERATURE_SASKATOON,TOTAL_PRECIPITATION_SASKATOON,MEAN_TEMPERATURE_STJOHNS,TOTAL_PRECIPITATION_STJOHNS,MEAN_TEMPERATURE_TORONTO,TOTAL_PRECIPITATION_TORONTO,MEAN_TEMPERATURE_VANCOUVER,TOTAL_PRECIPITATION_VANCOUVER,MEAN_TEMPERATURE_WHITEHORSE,TOTAL_PRECIPITATION_WHITEHORSE,MEAN_TEMPERATURE_WINNIPEG,TOTAL_PRECIPITATION_WINNIPEG
30/10/1973 0:00,3.1,0,3.1,0,8.9,31,5.9,7.1,8.1,3,8.7,17.5,6.4,4.3,5.3,1.3,3.9,0,8.6,17.3,9.5,0,-0.8,0,3.9,0
31/10/1973 0:00,-2.5,0.5,-0.6,1,12.5,52.8,12.5,12.7,7.2,0,8.4,0,7.5,0,1.1,3.3,6.7,2,9.5,10.4,5.9,12.2,-2.5,1,3.4,1.3
01/11/1973 0:00,-5.9,2.3,-3.4,2,10.6,11.2,10,23.9,7.8,7.9,8.1,8.1,6.4,4.3,-2.3,1,8.9,24.9,7.2,6.9,3.6,0,-7.5,0,0.6,1
02/11/1973 0:00,-10.3,0.8,-10.3,1.8,7.8,5.3,8.4,4.8,8.3,5.1,7.5,4.1,7.2,0.8,-6.4,1.3,10,11.2,6.4,7.4,3.6,0,-14.5,0,-2.3,0.3
03/11/1973 0:00,-13.4,3,-15.3,0,5.3,6.9,5,6.6,3.6,0,3.4,0,2.5,0,-11.4,0.3,6.4,4.8,4.8,0,4.2,0,-14.7,0.3,-7,0.3
04/11/1973 0:00,-16.4,3.8,-15.3,1.3,2.3,0,2.5,0,0,0,0.6,0,-1.1,0,-15.6,0,3.9,0,3.4,0,2.2,0,-14.2,0,-9.8,0
05/11/1973 0:00,-19.7,2.5,-14.8,3.6,0.9,0,-2,0,-2,0,-1.7,0,-3.6,0,-16.4,0,2.5,1.5,1.4,0,1.4,0,-16.7,0,-11.7,0.3
06/11/1973 0:00,-21.2,1.8,-17.2,2,-2.5,0.3,-5,0,-3.9,0,-3.7,0,-5,0,-15,8.4,0.3,0.3,-0.3,0,0.9,3.6,-20.9,0,-10.3,0.5
07/11/1973 0:00,-22.8,0,-22.5,0,-0.3,0,-2.5,0,-1.1,0,-2,0,-3.4,0,-15.3,0,0.3,0.3,1.7,0,3.1,3.8,-22.2,0.3,-9.2,3.3
08/11/1973 0:00,-23.1,0,-22.8,0,1.4,0,-0.6,1.8,2.8,2.3,1.7,2.5,-0.3,5.3,-17,0,1.7,0,3.1,0,3.1,0,-24.2,0,-11.4,0
09/11/1973 0:00,-15.6,0.5,-13.6,3.6,3.6,5.3,0.6,7.6,-3.6,0,-4.8,0,-2.3,0,-14.5,0,7,16.8,-3.3,0.5,4.2,21.8,-17.8,1,-11.2,0
10/11/1973 0:00,-15.3,0,-16.1,0,-1.4,0,-2.3,0,-2.8,0,-3.9,0,-2.3,0,-9.5,0,5.9,0.5,-3.4,0.3,9.5,4.3,-20.6,0,-5,0
11/11/1973 0:00,-9.2,0,-15.9,0,-1.1,0,-3.4,0,-3.3,0.3,-4.2,1.3,-6.4,0.5,-10.9,0,1.1,0,1.7,0,10.3,7.4,-13.7,0.8,-3.4,0
12/11/1973 0:00,-5.6,0.5,-10.6,2.8,-0.3,0,-4.5,0,3.6,0,3.9,0,-2,3.6,-7,5.1,0,0,5.9,0,8.9,4.6,-15.9,0.5,-2.8,0
13/11/1973 0:00,-2.5,0,-9.2,3.8,2.5,0.3,1.7,2.3,6.1,6.4,4.7,4.3,1.1,3.8,-3.4,11.9,0.9,1.3,11.1,0,6.7,2.3,-20.3,0.8,-1.7,6.4
14/11/1973 0:00,-11.1,0,-6.7,0.3,7.8,5.8,5,6.1,6.4,4.1,7.5,0.5,-1.1,13,-8.6,0,2.5,0.8,11.1,0,5.6,7.1,-22.2,0,-4.8,0
15/11/1973 0:00,-11.1,0.3,-7,0,4.2,2.8,0.8,4.6,1.4,4.8,1.4,8.4,-1.1,0,-8.9,3.6,4.8,8.1,4.5,33.8,7.8,14,-27,0.5,-9.7,0.5
16/11/1973 0:00,-11.1,1.3,-7,1.3,6.7,0.5,0.9,16.8,-3.1,2.5,-3.4,1.5,-4.7,2,-4.2,0.3,5.3,0,-1.9,0.8,5.3,11.7,-31.2,0,-4.5,0
17/11/1973 0:00,-15,0.5,-16.1,1,-0.6,0.3,-3.7,0,-2.8,0,-3.1,0,-3.6,0.5,-7.2,0,6.4,4.3,-0.3,0,3.4,0,-28.3,0,-3.6,0
18/11/1973 0:00,-17.5,0.8,-24.5,0,-0.8,0.8,-1.7,0.8,-2.3,0,-2.2,0,-2.5,0,-15.9,0,0.9,1.3,2.2,4.6,0,0,-27.5,0,-8.4,0
19/11/1973 0:00,-14.4,0.3,-19.5,0,-0.9,0,-2,0,-4.2,0,-4.5,0,-2.8,0,-16.4,0,-1.4,3,0.8,0.8,-0.6,8.6,-20.8,0,-11.7,11.2
20/11/1973 0:00,-6.1,0,-12.5,0.3,-0.6,0,-1.7,0,-1.9,0,-3.4,0,-3.9,0,-15.6,0,-2.8,0,-0.3,0,3.1,5.6,-25,1,-14.8,0
21/11/1973 0:00,-11.7,0,-20,0,-1.1,0,-3.4,0,-0.3,0,-2.8,5.8,-4.2,0,-11.9,5.6,-0.3,0.5,7,7.4,3.9,0,-29.5,0,-9.7,9.7
22/11/1973 0:00,-14.7,2.3,-18.1,0.5,-1.4,0,-1.4,0,3.1,1,3.4,0.8,-0.6,1,-15,0.3,-0.3,2.5,8.1,0,2.5,2.8,-25.8,3,-11.1,0.3
23/11/1973 0:00,-12,0,-21.7,0,1.4,0.8,3.4,0.8,2,0,3.1,0,1.1,0.3,-17,0,0,0,6.4,0,1.4,15.2,-19.2,5.8,-14.2,0
24/11/1973 0:00,-8.6,0.8,-13.9,0.8,3.4,0,2.8,0,1.7,10.4,-1.4,8.6,-0.6,4.8,-18.6,0,0,16,6.4,10.9,2,8.4,-15,0.8,-7.5,1.3
25/11/1973 0:00,-6.9,0.3,-10,2.3,1.1,6.9,-1.7,8.9,-0.6,1.3,0.3,0.5,-3.4,5.8,-17.2,0.3,0.9,0.3,4.5,0,4.5,6.6,-13.1,1.8,-2.8,0.5
26/11/1973 0:00,-10.6,0,-13.9,0.5,-2.2,0.8,-5.6,0,-2.8,0,-2.5,0,-7.2,0,-12,0.5,-0.8,0,2.2,0,3.1,4.1,-15.3,3,-0.3,4.8
27/11/1973 0:00,-10,0,-18.1,0,-2,0,-5.3,0,0.9,5.3,0,3.6,-2.5,2,-17,0,-2.5,0,6.7,1,7,25.4,-15.6,2.5,-7,0
28/11/1973 0:00,-2,0.8,-13.6,0,3.3,9.4,3.1,7.1,7,9.1,2.8,6.6,1.1,27.9,-13.6,0,-1.4,0,5.3,18.8,7.3,20.1,-16.7,1.5,-10.6,0
29/11/1973 0:00,-10.9,0.3,-18.6,0,8.6,16.3,7.5,5.6,3.1,0,2.5,0,2,3,-14.5,0,5.9,7.1,2.2,0,5.9,5.8,-18.9,0,-7,0
30/11/1973 0:00,-12,0.8,-16.4,1,2.5,0,0,0,0.3,1.5,0.9,2,-0.6,0,-14.8,0,4.5,9.9,3.6,0,3.9,0.8,-23.9,0,-12.8,0
01/12/1973 0:00,-13.9,0,-13.3,2.5,-1.4,0,-1.4,0,-3.3,0,-3.4,0,-3.4,0,-7.8,0,0.6,0,-2.3,0,7.2,7.6,-28.4,0,-5.6,0
02/12/1973 0:00,-10.6,0.3,-16.2,0,-3.7,0,-4.2,0,-5.3,0,-5.9,0,-6.7,0,-12.2,3.3,-1.4,0.3,-2,0,5.9,2.8,-34.2,0,-1.7,0.5
03/12/1973 0:00,-7.2,0,-16.4,1.5,-4.5,0,-5.6,0,0.9,0,1.7,0,-2.5,3.6,-17.3,0,-2.5,1.8,5.3,0.3,6.7,3.6,-28.6,4.6,-12.5,0
04/12/1973 0:00,-8.1,0,-17.3,0,-1.4,0.8,0,3.6,4.5,1.8,5.6,2,1.1,2.3,-18.9,0.5,-2.5,0.3,8.9,5.8,3.7,0,-26.2,0.5,-20,0
05/12/1973 0:00,-8.6,0,-14.2,0,5,2,5.8,6.6,4.5,16.3,4.7,13.5,1.4,29,-16.1,0,-0.8,0.3,7.5,4.6,5.6,9.7,-19.2,1.8,-20.3,0
06/12/1973 0:00,1.1,0,-7.2,0,9.2,37.8,8.9,3.3,3.6,0.8,1.7,1.5,1.4,7.4,-10.3,0,-0.6,0,0.6,0.5,8.1,22.4,-15.9,2.3,-15.3,0
07/12/1973 0:00,0.6,0,-6.1,2,0.6,0,-2.5,0,-4.2,0,-4.5,0,-5.8,0,-5.3,0,2.8,0.3,-3.1,0,7.2,3,-19.5,0,-6.4,0
08/12/1973 0:00,-5,0,-8.9,0,-4.2,0,-6.1,0,-4.2,0,-4.8,0,-6.7,0,-9.2,4.3,-3.6,0,-1.4,0,4.5,0,-22.8,0,-5,10.2
09/12/1973 0:00,-3.1,0,-8.3,0,0.8,0,-1.7,0,-1.4,18.3,-3.1,43.7,-3.4,12.4,-15.6,0,-1.4,0,0,5.8,1.4,0,-12.5,2.8,-18.4,0.5
10/12/1973 0:00,4.2,0,-5.3,0,8.4,26.7,9.5,4.6,1.7,0,-1.1,1.5,1.4,2.3,-8.9,0,1.4,0,-1.4,0.8,5.8,19.8,-12,0,-21.4,0.5
11/12/1973 0:00,-2.5,4.1,-7.3,5.6,6.7,24.1,3.9,22.1,-2.5,0,-5,0,-2.2,0.5,-14.4,1.5,9.2,0,-1.1,0,8.7,18,-16.4,0,-13.1,0
12/12/1973 0:00,-13.9,0.5,-16.4,6.6,2.5,2.8,-2.5,3.3,-8.1,0,-10.6,0,-9.5,0,-23.3,1.5,7.5,0,-2.2,0,7.8,14.5,-17.3,0.8,-21.2,0
13/12/1973 0:00,-19.2,0,-21.4,4.8,-3.1,0,-8.9,0,-4.5,6.9,-6.4,5.6,-8.9,4.3,-24.5,1.3,2,0.8,-2,6.6,6.4,7.9,-12.8,1.3,-28.1,0
14/12/1973 0:00,-22.3,0,-23.1,0.3,-0.9,0,-2.2,0,-1.7,3.8,-7.8,3.6,-1.9,34.5,-26.4,1.3,-2,0,-9.4,0,7,2.3,-16.7,0,-21.4,0.3
15/12/1973 0:00,-10,0,-18.4,0.3,4.5,7.1,2.3,8.1,-9.2,0,-13.6,0,-5.6,2.3,-25.6,0,1.4,2.5,-12,0,7.8,53.8,-20.9,0.3,-23.1,0.8
16/12/1973 0:00,0.6,0,-12,0,4.5,0.3,1.1,4.6,-11.4,0,-13.1,0,-11.7,0.8,-17.2,1.8,5.6,1.3,-15,0,7.2,0.5,-20.6,0,-20.6,1.5
17/12/1973 0:00,-4.2,2.3,-8.9,0,9.4,4.3,8.4,15,-11.7,18.8,-13.9,7.1,-8.3,31.2,-18.9,0.3,3.4,0,-14.5,0,6.2,0,-17.2,0,-12.5,0.8
18/12/1973 0:00,-10.6,0,-9.4,0.5,4.2,10.2,0.8,1.5,-16.4,1,-18.7,1,-13.9,1.3,-21.1,0,5.9,0.8,-16.4,0,3.9,0,-5.9,0,-17.5,0.8
19/12/1973 0:00,-5,0,-10,0,-8.4,0,-11.1,0,-17.8,0,-19.7,0.3,-19.8,0,-18.7,0,3.4,1.3,-14.2,5.1,5,4.1,-0.9,0,-21.7,0
20/12/1973 0:00,3.1,0,-4.8,0,-4.4,0,-6.1,0,-5.6,34.5,-10.9,27.9,-13.7,29.2,-8.4,0,-2.2,0,-8.6,12.7,9.5,8.6,-1.1,0,-20.6,0
21/12/1973 0:00,0.6,0,-3.9,0,7.3,2.8,7.8,15.5,-4.5,24.1,-10,6.1,-3.4,47.8,-5.6,0,1.4,0,-9.7,0.3,6.1,15.5,-11.7,0,-11.1,0
22/12/1973 0:00,-5.6,0,-7.8,0,3.6,13.2,2.2,1.5,-13.6,1.5,-16.4,2.8,-11.4,1.3,-4.5,0,9.2,15,-9.2,0,5.3,1.8,-25,0,-10.3,0
23/12/1973 0:00,-6.7,0,-12.2,0,-3.9,5.8,-7.3,0.8,-14.5,3.6,-12.2,3.3,-15,1,-4.7,10.7,5,0,-9.8,0.3,5.6,13,-21.7,0,-12,0
24/12/1973 0:00,-7.5,0,-10.9,0,-8.9,0,-11.1,0,-20.3,0,-19.5,0,-18.1,0,-7,0.3,-2.8,10.7,-13.9,0.3,6.1,16.8,-15.9,0.5,-6.4,0
25/12/1973 0:00,-3.9,0,-5.3,0.3,-7,0,-8.1,0,-13.1,3.3,-10.3,5.8,-13.6,6.4,-6.7,3,-6.4,0.3,-1.1,9.7,4.5,0,-13.1,0,-7,0
26/12/1973 0:00,-4.8,0.3,-7,0.5,5,7.6,3.4,7.6,0.9,4.1,2.2,1,-1.4,9.1,-12.3,1.3,0.6,9.1,3.1,13.5,3.4,0,-7.5,0,-6.4,2
27/12/1973 0:00,-8.9,0,-9.7,0.3,0.9,0,-1.1,0,-0.3,5.8,1.7,4.1,-2.5,2.5,-18.6,1,-1.1,0,2.5,3.3,2.2,5.1,-8.7,0,-10.3,1.3
28/12/1973 0:00,-11.7,0.8,-20.6,0.5,3.9,12.7,-1.4,20.6,0.6,1.5,1.7,0.8,-0.6,5.8,-23.1,0.5,-2,6.9,0.3,0.3,1.7,3.6,-13.1,0,-16.1,0
29/12/1973 0:00,-15,0,-27,0,1.4,0,-0.6,0,0.9,2.5,1.1,3.8,-0.8,2.5,-30.6,0,0.6,0.5,-1.4,4.1,2.2,0,-19.7,0,-22.8,0
30/12/1973 0:00,-12.3,0.5,-28.6,0.3,3.9,11.9,1.4,3.3,-1.7,0,-2.8,0,-4.2,1.5,-33.9,0,3.6,8.1,-7.2,0,1.4,0,-25.6,0,-28.1,0
31/12/1973 0:00,-13.3,0,-22.8,0,-1.7,0.8,-6.4,0.8,-7.8,1.8,-7,1.8,-11.7,0,-32.2,0,1.1,0,-8.3,2.8,0.3,0,-28.9,0,-33.9,0
01/01/1974 0:00,-7.2,0.5,-8.4,3.6,0.9,2,-5.3,20.8,-8.1,2.3,-9.4,5.3,-10.8,6.4,-24.7,0.5,-2.3,0,-9.2,2.5,-1.2,0,-27.8,0,-35.6,0
02/01/1974 0:00,-12.8,1.3,-12.3,0.5,-6.1,0,-11.4,0,-15,0,-13.9,0,-15.9,0,-17.2,1.3,-2.5,1.3,-12.2,0,-1.4,0,-25.6,0,-26.2,0
03/01/1974 0:00,-10.3,1,-9.8,3.3,-9.8,0.3,-13.9,0,-10.3,0,-10,0.5,-18.9,0,-18.4,2,-12.8,0,-7,0.3,-2.5,0,-28.6,0,-22.3,0.3
04/01/1974 0:00,-15,2,-15,0.8,-9.7,0,-13.1,0.3,-8.9,0.5,-8.9,0.5,-14.8,1,-20.8,1,-13.1,0,-8.9,0,-2,0,-26.1,0,-24.2,0
05/01/1974 0:00,-17.8,0.3,-18.4,0.3,-10,0,-12.5,0,-10,0,-9.5,0,-14.4,0.8,-24.7,0.3,-11.1,0,-9.5,0,-2,0,-25.3,0,-25.6,0
06/01/1974 0:00,-7,1,-11.1,0.5,-7.5,0.8,-8.4,0.3,-7.3,0.5,-8.4,1.5,-11.1,1,-23.6,0.3,-10,0,-8.6,0,-3.4,0,-26.4,0,-25.3,0.3
07/01/1974 0:00,-13.7,2.5,-16.4,1,-5.6,2,-7.8,0.8,-8.3,0.5,-8.9,0.5,-11.7,3,-25.3,0.5,-10,0,-9.7,0.3,-3.3,0,-24.7,0,-33.6,0
08/01/1974 0:00,-20.3,0,-23.9,0.3,-9.5,1.3,-12.8,0,-17.2,0,-17.8,0,-19.2,0,-27.5,0.5,-6.1,7.9,-14.5,2,-0.9,0,-23.6,0,-28.1,0
09/01/1974 0:00,-23.9,0.3,-30.3,0,-15.3,0.5,-17.8,0,-20,1,-19.2,2,-21.7,0,-34.4,0,-12.2,0.8,-11.7,6.9,-2.5,0,-23.9,0,-30.3,0
10/01/1974 0:00,-26.4,0,-33.9,0,-13.1,0,-15,0,-17.5,0.3,-17.5,0,-22.8,0,-36.4,0,-9.7,0,-9.8,1.5,-2.3,0,-34.2,0,-32.2,0
11/01/1974 0:00,-25.8,0,-33.6,0,-8.1,7.6,-9.7,9.9,-13.1,3.3,-12.8,3,-13.9,6.1,-35.3,0,-9.7,0,-13.6,4.1,-1.7,0,-30.3,0.5,-32,0
12/01/1974 0:00,-22.8,0,-30,0.5,-11.4,3.6,-13.9,3.6,-17,0,-18.9,0,-18.3,0.5,-34.5,0,-12,4.3,-14.7,0.5,1.2,19.3,-28.1,0,-27.8,0
13/01/1974 0:00,-23.1,0.3,-25.8,4.6,-17.5,1.3,-21.1,0,-18.1,0,-17.8,0,-22.8,0,-23.1,1.8,-15.3,0,-13.3,0,6.1,5.1,-33.1,0,-21.4,0
14/01/1974 0:00,-25.3,1.3,-26.7,7.9,-10.9,0.5,-12.8,0.5,-7.5,0,-8.4,0,-15.6,4.1,-26.1,6.4,-15,0,-5.6,0,8.1,24.1,-39.5,0,-19.5,8.6
15/01/1974 0:00,-9.8,0.5,-27.2,0.8,-2.5,3,-7.5,2.3,-6.4,2.8,-6.4,6.1,-10.9,0.5,-25,2.3,-6.7,8.6,-1.7,0,10.6,11.2,-40.6,0,-25.6,2.3
16/01/1974 0:00,-8.6,0.3,-25.3,0,-13.9,0.3,-20.6,0.5,-18.4,4.3,-17,4.3,-24.2,0.8,-21.9,0.3,-10,0.8,-2.8,0.3,8.6,6.1,-38.9,0,-17.5,0
17/01/1974 0:00,-7.8,0,-15.3,0,-22,0,-24.5,0,-24.2,0,-21.4,0,-24.7,0,-19.2,2,-14.8,0.5,-12.8,0.3,4.5,0,-29.5,0,-8.1,2.3
18/01/1974 0:00,-4.5,0,-5.9,0,-14.5,0,-18.6,0,-22.2,1,-22.8,2,-23.1,0.5,-12.8,0,-12,7.6,-12,1,6.4,16.8,-23.6,3.6,-14.2,0
19/01/1974 0:00,-2.2,0,-8.1,0,-5.8,15.7,-10.9,11.2,-13.9,2.8,-15,2,-17.2,5.6,-5.3,0,-9.7,11.4,-9.7,0,3.7,0,-25.9,0,-13.6,0
20/01/1974 0:00,-7,0,-10,0,-12.2,0,-13.7,0,-16.4,0,-15.3,1.5,-18.1,0,-6.4,0.5,-7.5,19.1,-7.8,8.6,2.5,1,-28.1,0,-12.5,0
21/01/1974 0:00,-9.2,0,-15.3,0,-6.7,0,-9.7,0.3,-3.6,15.2,-3.1,9.1,-7,25.1,-11.7,3.6,-8.9,0,3.1,4.8,0.9,9.4,-28.6,1.3,-13.1,0
22/01/1974 0:00,-5.3,0,-13.6,2.5,3.6,9.9,2.8,3.8,-2,0,-1.7,0.3,-4.5,0.5,-17.3,0.3,-1.7,2.5,-0.6,8.6,4.5,0.5,-29.5,1,-12.8,0
23/01/1974 0:00,-5.3,0,-15,1.8,0.3,6.1,-0.3,8.9,-5,7.4,-4.2,8.9,-8.1,10.4,-22.8,0.5,0.6,4.6,0.6,3.6,6.7,21.8,-25.6,1.5,-15.6,1
24/01/1974 0:00,-0.6,0,-5.8,0,1.1,0,-2,0,-4.2,0,-4.2,0,-8.7,0.8,-20.3,3,-2.3,1.5,-1.4,0,7.8,30.2,-20.3,2,-23.6,2.5
25/01/1974 0:00,-3.3,1.3,-4.4,2,0,0,-2.5,0,-2.2,2,-2.2,0.5,-7,0,-17.2,3,-6.1,1.8,-0.9,0,6.7,3.8,-17,3,-18.9,11.4
26/01/1974 0:00,-5.6,1,-8.9,1,-3.6,0,-6.9,1,-4.8,0,-2,0.8,-7.5,0.3,-16.1,1.8,-11.4,0,2.2,16.3,3.4,3,-25.9,0,-15,2.8
27/01/1974 0:00,-10.9,0,-20.9,6.1,2.2,24.1,2.3,9.4,1.4,13.2,2,14.5,-0.6,19.8,-19.8,1,-4.5,3.8,5.6,3.3,5.6,10.9,-34.5,0.8,-20.8,1.3
28/01/1974 0:00,-6.4,2.8,-21.7,4.1,3.7,0.5,3.1,0,1.4,3.8,1.7,2.8,0.6,1.3,-27,2,-2.2,1.5,1.1,1.5,6.1,0,-27.8,1,-22.3,2.3
29/01/1974 0:00,-18.4,6.1,-27.3,2.5,0,4.8,-2.5,16,0.3,0.8,0.3,0.3,-3.9,2.8,-24.2,0.8,-6.4,10.2,0,0,5,0.3,-32.5,0,-22.2,2.3
30/01/1974 0:00,-26.7,0.5,-33.9,0,-2.3,0,-3.1,0,1.7,0,2.8,0,-0.3,4.1,-28.9,1.5,-7.8,0,3.1,0,2.3,0,-38.9,0,-28.3,1.8
31/01/1974 0:00,-27.2,1.3,-32.5,1,4.5,0.3,2.8,5.6,-3.6,2.8,-3.1,0.8,-4.2,1,-32,0,-2.5,0,0,0.5,3.4,15.5,-36.7,0,-28.9,0
01/02/1974 0:00,-23.4,0.3,-26.1,1,-3.3,0,-8.9,0,-15.8,0,-15.9,0,-19.5,0,-25.6,1.8,-2.2,1,-9.2,2,5.9,0.8,-37.3,0,-28.1,0.3
02/02/1974 0:00,-10.9,0,-25.6,0,-12,0,-15.9,0,-20,0,-20.6,0,-23.1,0,-26.7,1,-9.5,1,-13.6,0.3,5.3,12.2,-33.6,0,-27,1.8
03/02/1974 0:00,-5.6,0,-13.1,0,-12,0,-15.3,0,-19.5,0,-19.2,0,-21.7,0,-22.5,0.3,-9.2,0.8,-14.5,0,7,5.8,-32.5,0.3,-31.7,0
04/02/1974 0:00,-8.6,0.3,-11.4,5.1,-10.3,0,-14.8,0,-18.1,0,-18.9,0,-20.6,0,-21.1,0,-8.9,0.5,-15.9,0,6.1,1.3,-25,0.3,-21.7,0
05/02/1974 0:00,-7,0.5,-12.3,0.3,-8.4,29.7,-8.9,36.6,-17.2,0,-18.1,0,-14.2,0,-20.9,0.3,-5.6,8.6,-15.9,0,3.9,0,-10.6,0,-17.3,0
06/02/1974 0:00,-5.8,1.3,-5.6,0.3,-6.9,2.3,-8.4,0,-14.2,0,-15,0,-13.6,0,-12,1,-1.4,9.7,-12.5,6.1,2.8,0,-6.7,0,-22.5,0
07/02/1974 0:00,-0.9,0,-6.7,0,-8.1,14,-13.6,5.1,-11.1,0,-11.1,0,-13.1,0,-15,1,-4.2,0,-13.1,2,4.5,0,0.3,0,-25.3,0
08/02/1974 0:00,1.7,0,-3.9,0,-7.8,0.3,-11.2,0,-13.1,0,-14.2,0,-15,0,-5.3,1.3,-5.3,0,-14.5,0,3.7,0,0.6,0,-20.6,0
09/02/1974 0:00,1.1,0,-3.1,0,-9.8,0,-11.7,0,-12.3,0,-13.6,0,-13.9,0,-4.5,0,-7.5,0,-10.3,0.3,2,0,-0.9,0,-11.4,0.8
10/02/1974 0:00,1.1,0,-1.4,0,-11.4,0,-13.9,0,-12,0.3,-12,1,-15.3,0,-4.7,0,-8.1,0.5,-10,2,0.6,0,-2.8,0,-20,0.5
11/02/1974 0:00,3.9,0,-2.5,0,-8.4,0,-10.6,1.5,-9.2,3,-11.1,5.8,-11.2,0.3,-6.7,0.3,-9.2,1.3,-7.8,0.5,4.2,0,-11.1,0.5,-7.3,0
12/02/1974 0:00,-3.6,0,-9.2,0.8,-7.8,0,-10,0.8,-9.2,0,-9.7,0.3,-12,0.8,-16.7,1.5,-9.5,0,-4.2,0,5.3,2.8,-12.3,0,-19.2,6.1
13/02/1974 0:00,-12,0.3,-16.7,1.8,-3.9,1.3,-5.6,1.8,-4.7,0.5,-8.1,1.8,-8.9,9.7,-21.4,1,-8.1,0.3,-3.4,0,4.5,11.2,-6.9,0,-30.3,0
14/02/1974 0:00,-3.4,0,-12.2,0,-7,2.8,-8.7,4.1,-16.4,0,-19.2,0,-20,0,-18.3,0,-2,0,-14.2,0,6.1,4.1,-4.2,1,-27.5,0
15/02/1974 0:00,-1.4,0,-7.5,0,-14.5,0,-17,0,-16.1,0,-17.3,0,-18.3,0,-9.5,0.3,-13.1,0,-12,0,6.7,5.8,-1.7,0,-11.1,1.3
16/02/1974 0:00,-1.7,0,-8.6,0,-10,0,-11.4,0,-9.5,0,-11.4,1.8,-14.5,0,-10.3,0,-8.1,1.5,-6.4,0,6.7,3.6,-10,0.5,-11.4,0
17/02/1974 0:00,-0.6,0,-7.5,0,-8.9,23.6,-8.9,10.9,-6.4,0.8,-8.1,0.5,-8.1,4.6,-7.5,0,-5.3,7.4,-3.9,0,3.6,7.1,-10.3,0.8,-6.4,0.3
18/02/1974 0:00,-2,0,-9.2,0,-7.2,11.9,-7,6.1,-9.2,0,-10.9,0,-10.3,0,-9.5,0,2.5,3.3,-7.2,4.8,3.9,18.5,-6.7,0,-7,0
19/02/1974 0:00,-2.5,0,-9.7,0,-8.1,0,-8.9,0,-4.4,9.4,-5.3,10.2,-11.1,14.5,-13.4,0,-4.8,0,0,4.6,6.7,0,-11.4,0,-14.2,0
20/02/1974 0:00,-3.9,0,-7.8,0,2.8,61.7,1.4,14.7,-1.1,0.5,-2.5,0.3,-2,2.5,-10,0,-5.3,0,-3.1,0,4.8,0,-18.4,3,-13.9,0
21/02/1974 0:00,-2.2,0,-6.7,0,-0.9,0,-2.2,0,-5,0,-3.9,0,-6.7,0,-10.3,0,-0.6,14.7,-1.7,0,6.1,7.1,-21.4,1.8,-13.1,0
22/02/1974 0:00,-1.7,0,-11.1,6.4,0.6,18.5,-1.1,13.5,0.8,23.1,1.2,16,-4.7,19.8,-11.4,0,-4.2,0,0.6,20.8,3.3,1.3,-22.5,0,-18.4,0
23/02/1974 0:00,-3.6,0,-13.4,0,2.8,26.4,2,3.6,-4.2,1.3,-5.3,5.1,-6.4,8.4,-12.8,0.3,-1.1,10.7,-8.4,0,1.9,2.8,-22.3,0.5,-21.1,0
24/02/1974 0:00,-3.1,0,-12,0,-5.3,0,-5.3,0,-12,0,-14.5,0,-13.9,0,-13.6,0,-1.7,1,-10.3,0,5.6,7.9,-15.8,1,-17.8,0
25/02/1974 0:00,1.1,0,-10.3,0,-5,13,-7.5,0.5,-11.1,0,-11.7,0,-12.5,0,-8.6,0,-4.7,4.1,-8.3,0,5.3,3.3,-15.3,2,-15.6,0
26/02/1974 0:00,-7,0,-12.5,1.3,-7.5,0,-5.9,0.5,-8.1,0,-8.9,0,-10.9,0.5,-10.9,0,-3.1,5.8,-5.6,0,3.7,2.3,-15.6,0,-5.6,0
27/02/1974 0:00,-13.7,0.8,-18.9,4.1,-7,0,-6.1,0,-4.8,0,-5.3,0,-11.7,0,-15.3,0,-7,1,-0.6,0,4.2,1,-18.6,0,-12.8,0.3
28/02/1974 0:00,-4.5,0,-15.6,0,-3.3,0,-0.3,0,2.5,1.3,2.2,1,-1.1,1,-14.2,0.5,-7.8,0,3.1,1.8,6.1,10.4,-25.6,0,-15.8,0
01/03/1974 0:00,0,0,-13.6,0,3.1,3,3.9,0,-0.9,0,-2,0,-2.8,2.3,-9.5,0,-1.4,0,0.6,0,6.4,2,-20.8,0.8,-7.5,0.5
02/03/1974 0:00,-4.2,0.8,-13.6,2.8,-3.6,0.3,-4.7,1.3,-7,1.5,-7,3,-10,0.5,-14.2,8.9,-4.7,4.1,0.6,0.3,4.5,0,-23.9,0,-5.6,0.3
